Mach,CD Power-On
2.79,0.272084681914147
2.8,0.271473631231136
2.81,0.270869527550158
2.82,0.270272306711989
2.83,0.269681938875764
2.84,0.269098370889638
2.85,0.268521575936819
2.86,0.267951469906262
2.87,0.267388048909503
2.88,0.266831231930794
2.89,0.266280999616851
2.9,0.26573730399824
2.91,0.265200102158016
2.92,0.264669340212598
2.93,0.264144986189016
2.94,0.263627012689614
2.95,0.263115355977739
2.96,0.262609977286577
2.97,0.262110849511458
2.98,0.261617924610171
2.99,0.261131160406236
3.0,0.260650529575919
3.01,0.260019872922404
3.02,0.259393291530212
3.03,0.258770753979954
3.04,0.258152233411776
3.05,0.257537743429815
3.06,0.25692724923253
3.07,0.256320747349456
3.08,0.255718218514663
3.09,0.255119641717259
3.1,0.254525018613644
3.11,0.253934323775843
3.12,0.253347539852208
3.13,0.252764674565229
3.14,0.252185687287286
3.15,0.251610577971355
3.16,0.251039318222787
3.17,0.250471905322098
3.18,0.249908325670035
3.19,0.249348560981116
3.2,0.248792592840011
3.21,0.248240423193428
3.22,0.247692019979588
3.23,0.247147367521527
3.24,0.246606464976406
3.25,0.246069282834076
3.26,0.245535830288422
3.27,0.245006070636469
3.28,0.244479983479456
3.29,0.243957588787014
3.3,0.243438838024208
3.31,0.242923734279225
3.32,0.242412249771557
3.33,0.241904370847411
3.34,0.241400108344948
3.35,0.240899426823189
3.36,0.24040230411578
3.37,0.239908737738385
3.38,0.239418706290376
3.39,0.238932210366706
3.4,0.238449218717303
3.41,0.237969718509046
3.42,0.237493700884706
3.43,0.23702114463011
3.44,0.236552052916657
3.45,0.23608638336098
3.46,0.235624145740836
3.47,0.235165306027436
3.48,0.234709858980754
3.49,0.234257796489154
3.5,0.233809092241212
3.51,0.233363730770441
3.52,0.232921713381751
3.53,0.232483007689979
3.54,0.232047608181357
3.55,0.231615491930643
3.56,0.231186657624511
3.57,0.23076107933364
3.58,0.230338747909346
3.59,0.229919637515879
3.6,0.229503756590346
3.61,0.229091069076145
3.62,0.228681568438753
3.63,0.228275233765135
3.64,0.227872059093183
3.65,0.227472027981796
3.66,0.227075115410073
3.67,0.226681329287323
3.68,0.226290633167359
3.69,0.2259030221049
3.7,0.225518466553359
3.71,0.225136974312864
3.72,0.224758530420694
3.73,0.224383090999522
3.74,0.224010675511083
3.75,0.223641240716193
3.76,0.223274793683043
3.77,0.222911309530338
3.78,0.222550769968222
3.79,0.222193180732237
3.8,0.221838501565457
3.81,0.221486731527841
3.82,0.221137853445763
3.83,0.220791856791724
3.84,0.220448720182138
3.85,0.22010842413039
3.86,0.2196447637754
3.87,0.219183925484495
3.88,0.218725888348034
3.89,0.218270649008878
3.9,0.217818175669686
3.91,0.21736845935448
3.92,0.216921494784536
3.93,0.216477265992828
3.94,0.216035740347976
3.95,0.21559692305348
3.96,0.215160784395614
3.97,0.214727325990058
3.98,0.214296532031089
3.99,0.21386837404125
4.0,0.213442841889403
4.01,0.21301993969676
4.02,0.212599630260746
4.03,0.212181910185367
4.04,0.211766758015494
4.05,0.211354165290842
4.06,0.210944108855428
4.07,0.210536580268415
4.08,0.210131571151198
4.09,0.209729048848148
4.1,0.209329017781624
4.11,0.208931456126296
4.12,0.208536355247917
4.13,0.208143699399247
4.14,0.207753456385587
4.15,0.207365634377367
4.16,0.206980201694309
4.17,0.206597168026591
4.18,0.206216489810394
4.19,0.20583816407166
4.2,0.205462188753094
4.21,0.205088531807423
4.22,0.204717198099204
4.23,0.204348152101343
4.24,0.203981401900666
4.25,0.203616913152498
4.26,0.203254682133971
4.27,0.202894690831633
4.28,0.202536920969296
4.29,0.202181367290272
4.3,0.201828024343242
4.31,0.201476846058359
4.32,0.201127855779028
4.33,0.200781003131861
4.34,0.200436308065332
4.35,0.200093736943891
4.36,0.199753281105236
4.37,0.199414934108709
4.38,0.199078665483364
4.39,0.198774925328814
4.4,0.198543049604163
4.41,0.19831120029475
4.42,0.198079386091416
4.43,0.197847590648338
4.44,0.19761583506925
4.45,0.197384119440313
4.46,0.197152439646401
4.47,0.196920792998097
4.48,0.196689192504554
4.49,0.196457620291738
4.5,0.196226092438891
4.51,0.195994602652449
4.52,0.195763162412162
4.53,0.195531748586378
4.54,0.195300379329039
4.55,0.195069047670688
4.56,0.194837764751522
4.57,0.1946065127429
4.58,0.194375311028163
4.59,0.194144140630683
4.6,0.193913010612438
4.61,0.193681928493803
4.62,0.193450875610207
4.63,0.193219860197807
4.64,0.192988884187231
4.65,0.192757944703739
4.66,0.192527029484478
4.67,0.192296162858425
4.68,0.1920653164568
4.69,0.191834506924344
4.7,0.191603728412459
4.71,0.191372967978774
4.72,0.191142239683671
4.73,0.190911537202509
4.74,0.190680851582414
4.75,0.190450198947216
4.76,0.19021954874406
4.77,0.189988929313719
4.78,0.189758309731089
4.79,0.1895277167447
4.8,0.189297126523748
4.81,0.189066539153493
4.82,0.188835960636491
4.83,0.188605394194784
4.84,0.188374819076519
4.85,0.188144238244058
4.86,0.187913647486573
4.87,0.187683062717804
4.88,0.187452466770749
4.89,0.187221837694724
4.9,0.186991209411621
4.91,0.186760550315398
4.92,0.186529868348111
4.93,0.186299159889677
4.94,0.186068417646315
4.95,0.185837652342646
4.96,0.185606843152751
4.97,0.185375991277484
4.98,0.185145103336128
4.99,0.184914152911177
5.0,0.184683162591911
5.01,0.184452103714384
5.02,0.18422099135145
5.03,0.183989816432309
5.04,0.183758574758954
5.05,0.18352726656924
5.06,0.18329587649172
5.07,0.183064403732223
5.08,0.182832854863421
5.09,0.182601208298779
5.1,0.182369467771917
5.11,0.182137641776154
5.12,0.181905704487275
5.13,0.181673660026506
5.14,0.181441518912018
5.15,0.181209248365891
5.16,0.180976860433398
5.17,0.180744351332379
5.18,0.180511711526224
5.19,0.180278929689355
5.2,0.180046027771027
5.21,0.179812964769503
5.22,0.179579756573691
5.23,0.179346393494428
5.24,0.179112876708514
5.25,0.178879182821192
5.26,0.178645335070492
5.27,0.178411297586543
5.28,0.178177099821396
5.29,0.177942699108521
5.3,0.177708121710438
5.31,0.177473330962785
5.32,0.177238354656972
5.33,0.177003160830303
5.34,0.176767770782438
5.35,0.176532147468347
5.36,0.176296303606851
5.37,0.17606023217513
5.38,0.17582393359451
5.39,0.175587376868975
5.4,0.175350588935185
5.41,0.175113542021242
5.42,0.174876242502946
5.43,0.174638673791328
5.44,0.174400841980612
5.45,0.174162728780867
5.46,0.173924337861556
5.47,0.173685655035224
5.48,0.173446686715704
5.49,0.173207411450635
5.5,0.172967835416667
5.51,0.17272794501543
5.52,0.172487732193848
5.53,0.172247202823285
5.54,0.172006346501314
5.55,0.171765138374741
5.56,0.171523607816716
5.57,0.171281710171064
5.58,0.171039465087613
5.59,0.170796850997439
5.6,0.170553870882185
5.61,0.170310518975032
5.62,0.170066781938599
5.63,0.169822664882671
5.64,0.169578139831323
5.65,0.169333219307787
5.66,0.169087891408911
5.67,0.168842152132704
5.68,0.168595983250526
5.69,0.168349403863982
5.7,0.168102364873402
5.71,0.167854906044178
5.72,0.16760698534731
5.73,0.167358614551383
5.74,0.167109785892407
5.75,0.166860480689633
5.76,0.166610705034137
5.77,0.166360449471998
5.78,0.166109696853023
5.79,0.165858455081451
5.8,0.165606699141591
5.81,0.165354454095167
5.82,0.165101678779251
5.83,0.164848377008576
5.84,0.164594544965902
5.85,0.164340169727026
5.86,0.164085254020818
5.87,0.163829792075285
5.88,0.163573758787858
5.89,0.163317168930609
5.9,0.163059994157086
5.91,0.162802239199388
5.92,0.162543901968227
5.93,0.162284961228687
5.94,0.162025417285676
5.95,0.161765272069232
5.96,0.161504500779554
5.97,0.1612431136687
5.98,0.160981072599642
5.99,0.16071841260832
6.0,0.160455097495342
6.01,0.160219546532029
6.02,0.160016161395629
6.03,0.159812832751866
6.04,0.159609551134617
6.05,0.159406338919446
6.06,0.159203186409739
6.07,0.159000082436972
6.08,0.158797044174606
6.09,0.158594070411342
6.1,0.158391161494916
6.11,0.158188319570558
6.12,0.157985534958801
6.13,0.157782829217021
6.14,0.157580183735525
6.15,0.157377609486138
6.16,0.157175108170839
6.17,0.156972669939874
6.18,0.156770316461708
6.19,0.156568028407287
6.2,0.156365817651365
6.21,0.156163684929552
6.22,0.155961621204738
6.23,0.155759637190616
6.24,0.155557734690089
6.25,0.155355903954649
6.26,0.15515416632346
6.27,0.154952502784182
6.28,0.154750924313374
6.29,0.154549421973637
6.3,0.154348016610743
6.31,0.154146678736904
6.32,0.153945440120077
6.33,0.153744279122868
6.34,0.153543210881669
6.35,0.153342223837365
6.36,0.153141329078486
6.37,0.15294052714679
6.38,0.152739809716323
6.39,0.152539186788366
6.4,0.152338660007947
6.41,0.15213820935725
6.42,0.151937875943693
6.43,0.151737620241725
6.44,0.151537463837206
6.45,0.151337396676671
6.46,0.151137440218788
6.47,0.150937564491512
6.48,0.150737800123885
6.49,0.150538118732388
6.5,0.150338538521299
6.51,0.150139064279736
6.52,0.149939694293594
6.53,0.149740409138869
6.54,0.149541240267235
6.55,0.149342167639962
6.56,0.149143202192738
6.57,0.148944324555936
6.58,0.148745565449011
6.59,0.148546904997625
6.6,0.148348344290088
6.61,0.148149893718732
6.62,0.147951554064416
6.63,0.147753305418477
6.64,0.147555179009724
6.65,0.147357144448216
6.66,0.147159233323053
6.67,0.146961413811658
6.68,0.146763720396927
6.69,0.146566120868143
6.7,0.146368636865355
6.71,0.146171258138715
6.72,0.145973995558431
6.73,0.145776839609198
6.74,0.145579800296943
6.75,0.145382868660782
6.76,0.145186044963001
6.77,0.144989339755968
6.78,0.144792743117104
6.79,0.144596255852458
6.8,0.144399888289124
6.81,0.144203630588825
6.82,0.144007493527559
6.83,0.143811467413978
6.84,0.143615550687639
6.85,0.143419747400746
6.86,0.143224066339075
6.87,0.143028507526138
6.88,0.142833061587373
6.89,0.142637718889823
6.9,0.142442499537495
6.91,0.142247404234221
6.92,0.142052423224835
6.93,0.141857556496513
6.94,0.141662804832226
6.95,0.141468178356346
6.96,0.141273667339843
6.97,0.141079272143587
6.98,0.140884993273139
6.99,0.140690840683909
7.0,0.14051071610795
7.01,0.140359608274623
7.02,0.140208845228623
7.03,0.140058402349053
7.04,0.13990830126595
7.05,0.139758540684387
7.06,0.13960909756557
7.07,0.139459995324757
7.08,0.139311209249
7.09,0.139162771147357
7.1,0.139014648091319
7.11,0.138866860214327
7.12,0.138719387611177
7.13,0.138572247336772
7.14,0.138425430877706
7.15,0.138278935576794
7.16,0.138132771440872
7.17,0.137986918443144
7.18,0.137841395509001
7.19,0.137696188908414
7.2,0.137551302549891
7.21,0.137406741718599
7.22,0.137262487869719
7.23,0.137118559699472
7.24,0.136974935457336
7.25,0.136831635626882
7.26,0.136688649951657
7.27,0.136545975605241
7.28,0.136403622738972
7.29,0.136261569484894
7.3,0.13611982758569
7.31,0.135978404197387
7.32,0.135837289353558
7.33,0.135696481272148
7.34,0.135555972091912
7.35,0.135415786736779
7.36,0.135275886813755
7.37,0.135136312339108
7.38,0.134997030434956
7.39,0.134858052500363
7.4,0.1347193859516
7.41,0.134581011571353
7.42,0.13444294676772
7.43,0.134305181532105
7.44,0.134167705751313
7.45,0.134030539612398
7.46,0.133893668099255
7.47,0.133757096387936
7.48,0.133620817656968
7.49,0.133484835675837
7.5,0.133349148316601
7.51,0.133188662719662
7.52,0.133028592061023
7.53,0.132868934433165
7.54,0.132709688838736
7.55,0.132550853169849
7.56,0.132392436831996
7.57,0.132234417518932
7.58,0.132076804830827
7.59,0.131919597488929
7.6,0.131762793968913
7.61,0.131606403395111
7.62,0.131450391476258
7.63,0.131294801405931
7.64,0.131139597308499
7.65,0.130984790377184
7.66,0.130830379937842
7.67,0.130676361805037
7.68,0.130522737858425
7.69,0.130369506561651
7.7,0.130216662798231
7.71,0.130064209284087
7.72,0.129912143654574
7.73,0.129760462111927
7.74,0.129609167195015
7.75,0.129458244828066
7.76,0.129307716610344
7.77,0.129157558190836
7.78,0.129007789171634
7.79,0.128858398803024
7.8,0.128709376787147
7.81,0.128560728980843
7.82,0.128412468185686
7.83,0.128264568763273
7.84,0.128117042018059
7.85,0.127969887012162
7.86,0.127823101680643
7.87,0.127676673834299
7.88,0.127530624338293
7.89,0.12738494140155
7.9,0.12723961229779
7.91,0.127094656836295
7.92,0.126950054191914
7.93,0.126805812375912
7.94,0.12666193020448
7.95,0.126518408018162
7.96,0.1263752447364
7.97,0.126232436310099
7.98,0.126089972290823
7.99,0.12594787435416
8.0,0.125806117669074
8.01,0.125664714013092
8.02,0.125523660780468
8.03,0.125382957789872
8.04,0.1252426025415
8.05,0.125102584651274
8.06,0.124962923424509
8.07,0.124823596780254
8.08,0.124684613514932
8.09,0.124545974626665
8.1,0.124407676252068
8.11,0.124269708369334
8.12,0.124132089353636
8.13,0.123994799869003
8.14,0.12385784758757
8.15,0.123721230284757
8.16,0.123584949733357
8.17,0.123448991409072
8.18,0.123313376090477
8.19,0.12317808465193
8.2,0.123043121778706
8.21,0.122908479051607
8.22,0.122774174745482
8.23,0.122640199649888
8.24,0.122506539749824
8.25,0.122373204632974
8.26,0.122240195875954
8.27,0.122107498589608
8.28,0.121975125040398
8.29,0.121843072332601
8.3,0.121711338560245
8.31,0.121579926798717
8.32,0.121448820679113
8.33,0.121318032263519
8.34,0.121187570665906
8.35,0.121057415186992
8.36,0.12092756212941
8.37,0.120798023069181
8.38,0.120668797134124
8.39,0.120539880228802
8.4,0.120411265458821
8.41,0.120282968833309
8.42,0.12015496986009
8.43,0.120027280318113
8.44,0.119899885649507
8.45,0.119772795099562
8.46,0.119646011181668
8.47,0.119518640312714
8.48,0.119389920805496
8.49,0.119261524320007
8.5,0.119133426512842
8.51,0.119005660301837
8.52,0.118878191821328
8.53,0.11875104057332
8.54,0.118624196559581
8.55,0.118497658827017
8.56,0.118371424757976
8.57,0.118245506489506
8.58,0.118119880130374
8.59,0.117994566045054
8.6,0.117869552908577
8.61,0.117744841123206
8.62,0.117620427673085
8.63,0.117496325042304
8.64,0.117372507701321
8.65,0.117248998990601
8.66,0.11712578419169
8.67,0.117002855412128
8.68,0.116880230070023
8.69,0.116757899398902
8.7,0.116635859524961
8.71,0.11651411214984
8.72,0.116392655944416
8.73,0.116271487923831
8.74,0.116150620608466
8.75,0.116030030139782
8.76,0.115909726059861
8.77,0.115789709632225
8.78,0.11566997915179
8.79,0.115550532452677
8.8,0.115431369094427
8.81,0.115312489071371
8.82,0.115193891915021
8.83,0.115075575515918
8.84,0.114957529841658
8.85,0.114839772764597
8.86,0.114722295537037
8.87,0.114605085601791
8.88,0.114488153384313
8.89,0.114371507573078
8.9,0.114255126927774
8.91,0.114139021418781
8.92,0.114023180195014
8.93,0.113907621564814
8.94,0.113792335066624
8.95,0.113677310746428
8.96,0.113562556867721
8.97,0.113448073027561
8.98,0.113333858802663
8.99,0.113219902068014
9.0,0.11310621409918
9.01,0.112992802345163
9.02,0.112879636420641
9.03,0.112766747147761
9.04,0.112654120737481
9.05,0.112541738914819
9.06,0.112429639924929
9.07,0.112317783858211
9.08,0.112206188547212
9.09,0.112094854483442
9.1,0.111983780390381
9.11,0.111872955403143
9.12,0.111762389164891
9.13,0.11165208037205
9.14,0.111542019103464
9.15,0.111432214067411
9.16,0.11132266487291
9.17,0.111213359432938
9.18,0.111104309424317
9.19,0.110995511979814
9.2,0.110886958322384
9.21,0.110778655993262
9.22,0.110670604581323
9.23,0.110562794522169
9.24,0.110455223757741
9.25,0.110347901886301
9.26,0.110240828896685
9.27,0.110134003627651
9.28,0.110027414795695
9.29,0.109921063288303
9.3,0.109814957042146
9.31,0.109709095664195
9.32,0.10960346916395
9.33,0.109498085536328
9.34,0.109392935165633
9.35,0.109288026061299
9.36,0.109183349475122
9.37,0.109078913751322
9.38,0.108974708573577
9.39,0.108870741810459
9.4,0.108767005211878
9.41,0.108663495944039
9.42,0.108560234348885
9.43,0.108457200214798
9.44,0.108354381311868
9.45,0.108251808638281
9.46,0.108149460957763
9.47,0.108047347434368
9.48,0.107945447812822
9.49,0.107843780371501
9.5,0.10774234601448
9.51,0.107641133112317
9.52,0.107540141353704
9.53,0.107439379964811
9.54,0.107338848874529
9.55,0.107238536597989
9.56,0.107138432305036
9.57,0.107038566853664
9.58,0.106938917474899
9.59,0.106839486218126
9.6,0.106740269841096
9.61,0.106641279661057
9.62,0.106542513658891
9.63,0.106443952316298
9.64,0.106345614455805
9.65,0.106247490065984
9.66,0.106149587238781
9.67,0.106051896339491
9.68,0.10595440753046
9.69,0.105857148414222
9.7,0.105760099356636
9.71,0.105663260005689
9.72,0.105566629315857
9.73,0.105470217291058
9.74,0.105374012265088
9.75,0.105278014049381
9.76,0.10518223298799
9.77,0.105086647575666
9.78,0.104991277428545
9.79,0.104896112264739
9.8,0.104801160871746
9.81,0.104706403779225
9.82,0.104611859311093
9.83,0.104517517269101
9.84,0.104423387193062
9.85,0.104329448050892
9.86,0.104235719360507
9.87,0.104142192154299
9.88,0.104048863547293
9.89,0.103955734077849
9.9,0.103862813752162
9.91,0.103770091569249
9.92,0.10367756618779
9.93,0.103585227482048
9.94,0.103493105778026
9.95,0.103401179589454
9.96,0.103309438591695
9.97,0.103217902458043
9.98,0.10312656090372
9.99,0.103035411886677
10.0,0.102944457143846
10.01,0.102942407200748
10.02,0.102935299366573
10.03,0.102928199754525
10.04,0.102921127527825
10.05,0.102914073355247
10.06,0.102907036636809
10.07,0.102900017521239
10.08,0.102893017035975
10.09,0.102886034014508
10.1,0.102879068851424
10.11,0.102872131187723
10.12,0.102865211531529
10.13,0.102858299760267
10.14,0.102851415169985
10.15,0.102844547989471
10.16,0.102837689210264
10.17,0.102830857324279
10.18,0.102824043368373
10.19,0.102817246673388
10.2,0.102810468574189
10.21,0.102803706899403
10.22,0.102796962473704
10.23,0.102790236861773
10.24,0.102783537373006
10.25,0.102776835644482
10.26,0.102770171530159
10.27,0.102763514373382
10.28,0.102756875508582
10.29,0.102750252748953
10.3,0.102743657468972
10.31,0.102737070097279
10.32,0.102730509680246
10.33,0.10272394691511
10.34,0.102717420889023
10.35,0.102710902287087
10.36,0.102704410465678
10.37,0.102697916416615
10.38,0.102691458575179
10.39,0.102685009151298
10.4,0.102678575971146
10.41,0.102672159514579
10.42,0.102665760237336
10.43,0.10265937883339
10.44,0.102653013496561
10.45,0.102646665804471
10.46,0.102640324780508
10.47,0.102634010560582
10.48,0.102627713322891
10.49,0.102621433523058
10.5,0.102615159843434
10.51,0.10260891274882
10.52,0.102602673543613
10.53,0.102596450099946
10.54,0.102590243988664
10.55,0.102584065042703
10.56,0.102577892631123
10.57,0.102571736844907
10.58,0.102565587862358
10.59,0.102559464954521
10.6,0.102553359156963
10.61,0.102547259739396
10.62,0.102541177989809
10.63,0.102535121787965
10.64,0.102529072685731
10.65,0.102523039704471
10.66,0.102517013565314
10.67,0.10251101409767
10.68,0.10250503118024
10.69,0.102499064116569
10.7,0.102493103867761
10.71,0.102487160603699
10.72,0.102481233035681
10.73,0.10247532240352
10.74,0.102469418336416
10.75,0.102463540369789
10.76,0.10245767838274
10.77,0.102451823048506
10.78,0.102445974233694
10.79,0.102440151799202
10.8,0.102434345020814
10.81,0.102428554881907
10.82,0.102422771517677
10.83,0.102417003362528
10.84,0.102411252530504
10.85,0.102405517749245
10.86,0.102399788584366
10.87,0.10239408541741
10.88,0.102388388967365
10.89,0.102382708234532
10.9,0.102377033928458
10.91,0.102371385848389
10.92,0.102365743312164
10.93,0.102360117298255
10.94,0.102354507054386
10.95,0.102348913585918
10.96,0.102343325586517
10.97,0.102337753469648
10.98,0.10233219678699
10.99,0.102326656805847
11.0,0.102321123082493
11.01,0.102315614597999
11.02,0.102310102031803
11.03,0.102304615556345
11.04,0.102299145233536
11.05,0.102293680344165
11.06,0.102288221899191
11.07,0.102282789139858
11.08,0.102277371335795
11.09,0.102271960305801
11.1,0.102266564758061
11.11,0.102261174243211
11.12,0.102255810275204
11.13,0.102250451595916
11.14,0.102245109716447
11.15,0.102239772736675
11.16,0.102234450821974
11.17,0.102229145776825
11.18,0.102223855137327
11.19,0.102218570737177
11.2,0.102213302729687
11.21,0.102208049449497
11.22,0.102202811908649
11.23,0.102197569632564
11.24,0.102192353047364
11.25,0.102187152778789
11.26,0.102181956725109
11.27,0.102176777228738
11.28,0.102171603268384
11.29,0.10216645412409
11.3,0.102161310724337
11.31,0.102156172368345
11.32,0.102151049983874
11.33,0.102145952828733
11.34,0.102140851040571
11.35,0.10213576467599
11.36,0.102130694127769
11.37,0.102125638988498
11.38,0.102120587941328
11.39,0.102115553855033
11.4,0.102110534039731
11.41,0.102105519224687
11.42,0.102100520811989
11.43,0.102095527001197
11.44,0.102090548734949
11.45,0.102085585275555
11.46,0.102080637534994
11.47,0.102075684795129
11.48,0.102070757167092
11.49,0.102065844721396
11.5,0.102060937818709
11.51,0.102056035228524
11.52,0.10205114921941
11.53,0.102046276862491
11.54,0.102041420433766
11.55,0.102036558714571
11.56,0.102031722279261
11.57,0.102026890976828
11.58,0.102022074914188
11.59,0.102017273308264
11.6,0.102012477145068
11.61,0.102007696490428
11.62,0.102002919770374
11.63,0.101998158739234
